final id,species,site,specimen.date,wing,trial,Min of final rn,flip?,side
KEB_00696,bombus griseocollis,r,8/9/2019,2,1,38413,n,r
KEB_00696,bombus griseocollis,r,8/9/2019,2,2,38435,n,r
KEB_00715,bombus griseocollis,r,8/13/2019,1,1,38457,y,l
KEB_00715,bombus griseocollis,r,8/13/2019,1,2,38479,y,l
KEB_00715,bombus griseocollis,r,8/13/2019,2,1,38501,n,r
KEB_00715,bombus griseocollis,r,8/13/2019,2,2,38523,n,r
KEB_00717,bombus griseocollis,r,8/13/2019,1,1,38545,y,l
KEB_00717,bombus griseocollis,r,8/13/2019,1,2,38567,y,l
KEB_00717,bombus griseocollis,r,8/13/2019,2,1,38589,n,r
KEB_00717,bombus griseocollis,r,8/13/2019,2,2,38611,n,r
KEB_00726,bombus griseocollis,r,8/13/2019,1,1,38633,y,l
KEB_00726,bombus griseocollis,r,8/13/2019,1,2,38655,y,l
KEB_00726,bombus griseocollis,r,8/13/2019,2,1,38677,n,r
KEB_00726,bombus griseocollis,r,8/13/2019,2,2,38699,n,r
KEB_00730,bombus griseocollis,r,8/13/2019,1,1,38809,y,l
KEB_00730,bombus griseocollis,r,8/13/2019,1,2,38831,y,l
KEB_00730,bombus griseocollis,r,8/13/2019,2,1,38853,n,r
KEB_00730,bombus griseocollis,r,8/13/2019,2,2,38875,n,r
KEB_00731,bombus griseocollis,r,8/13/2019,1,1,38897,y,l
KEB_00731,bombus griseocollis,r,8/13/2019,1,2,38919,y,l
KEB_00731,bombus griseocollis,r,8/13/2019,2,1,38941,n,r
KEB_00731,bombus griseocollis,r,8/13/2019,2,2,38963,n,r
KEB_00750,bombus griseocollis,r,8/13/2019,1,1,38985,y,l
KEB_00750,bombus griseocollis,r,8/13/2019,1,2,39007,y,l
KEB_00750,bombus griseocollis,r,8/13/2019,2,1,39029,n,r
KEB_00750,bombus griseocollis,r,8/13/2019,2,2,39051,n,r
KEB_00751,bombus griseocollis,r,8/13/2019,1,1,39073,y,l
KEB_00751,bombus griseocollis,r,8/13/2019,1,2,39095,y,l
KEB_00751,bombus griseocollis,r,8/13/2019,2,1,39117,n,r
KEB_00751,bombus griseocollis,r,8/13/2019,2,2,39139,n,r
KEB_00753,bombus griseocollis,r,8/13/2019,1,1,39161,y,l
KEB_00753,bombus griseocollis,r,8/13/2019,1,2,39183,y,l
KEB_00753,bombus griseocollis,r,8/13/2019,2,1,39205,n,r
KEB_00753,bombus griseocollis,r,8/13/2019,2,2,39227,n,r
KEB_00773,bombus griseocollis,c,8/14/2019,1,1,39249,y,l
KEB_00773,bombus griseocollis,c,8/14/2019,1,2,39271,y,l
KEB_00773,bombus griseocollis,c,8/14/2019,2,1,39293,n,r
KEB_00773,bombus griseocollis,c,8/14/2019,2,2,39315,n,r
KEB_00776,bombus griseocollis,c,8/14/2019,1,1,39337,y,l
KEB_00776,bombus griseocollis,c,8/14/2019,1,2,39359,y,l
KEB_00776,bombus griseocollis,c,8/14/2019,2,1,39381,n,r
KEB_00776,bombus griseocollis,c,8/14/2019,2,2,39403,n,r
KEB_00777,bombus griseocollis,c,8/14/2019,1,1,39425,y,l
KEB_00777,bombus griseocollis,c,8/14/2019,1,2,39447,y,l
KEB_00777,bombus griseocollis,c,8/14/2019,2,1,39469,n,r
KEB_00777,bombus griseocollis,c,8/14/2019,2,2,39491,n,r
KEB_00780,bombus griseocollis,c,8/14/2019,1,1,39513,y,l
KEB_00780,bombus griseocollis,c,8/14/2019,1,2,39535,y,l
KEB_00780,bombus griseocollis,c,8/14/2019,2,1,39557,n,r
KEB_00780,bombus griseocollis,c,8/14/2019,2,2,39579,n,r
KEB_00819,bombus griseocollis,r,8/16/2019,1,1,39601,y,l
KEB_00819,bombus griseocollis,r,8/16/2019,1,2,39623,y,l
KEB_00819,bombus griseocollis,r,8/16/2019,2,1,39645,n,r
KEB_00819,bombus griseocollis,r,8/16/2019,2,2,39667,n,r
KEB_00830,bombus griseocollis,r,8/16/2019,1,1,39689,y,l
KEB_00830,bombus griseocollis,r,8/16/2019,1,2,39711,y,l
KEB_00830,bombus griseocollis,r,8/16/2019,2,1,39733,n,r
KEB_00830,bombus griseocollis,r,8/16/2019,2,2,39755,n,r
KEB_00838,bombus griseocollis,r,8/16/2019,1,1,39777,y,l
KEB_00838,bombus griseocollis,r,8/16/2019,1,2,39799,y,l
KEB_00838,bombus griseocollis,r,8/16/2019,2,1,39821,n,r
KEB_00838,bombus griseocollis,r,8/16/2019,2,2,39843,n,r
KEB_00862,bombus griseocollis,r,8/16/2019,1,1,39953,y,l
KEB_00862,bombus griseocollis,r,8/16/2019,1,2,39975,y,l
KEB_00862,bombus griseocollis,r,8/16/2019,2,1,39997,n,r
KEB_00862,bombus griseocollis,r,8/16/2019,2,2,40019,n,r
KEB_00865,bombus griseocollis,r,8/16/2019,1,1,40041,y,l
KEB_00865,bombus griseocollis,r,8/16/2019,1,2,40063,y,l
KEB_00865,bombus griseocollis,r,8/16/2019,2,1,40085,n,r
KEB_00865,bombus griseocollis,r,8/16/2019,2,2,40107,n,r
KEB_00866,bombus griseocollis,r,8/16/2019,1,1,40129,y,l
KEB_00866,bombus griseocollis,r,8/16/2019,1,2,40151,y,l
KEB_00866,bombus griseocollis,r,8/16/2019,2,1,40173,y,r
KEB_00866,bombus griseocollis,r,8/16/2019,2,2,40195,y,r
KEB_00871,bombus griseocollis,c,8/29/2019,1,1,40217,y,l
KEB_00871,bombus griseocollis,c,8/29/2019,1,2,40239,y,l
KEB_00871,bombus griseocollis,c,8/29/2019,2,1,40261,n,r
KEB_00871,bombus griseocollis,c,8/29/2019,2,2,40283,n,r
KEB_00889,bombus griseocollis,c,8/30/2019,1,1,40305,y,l
KEB_00889,bombus griseocollis,c,8/30/2019,1,2,40327,y,l
KEB_00889,bombus griseocollis,c,8/30/2019,2,1,40349,n,r
KEB_00889,bombus griseocollis,c,8/30/2019,2,2,40371,n,r
KEB_00892,bombus griseocollis,r,8/30/2019,1,1,40393,y,l
KEB_00892,bombus griseocollis,r,8/30/2019,1,2,40415,y,l
KEB_00892,bombus griseocollis,r,8/30/2019,2,1,40437,n,r
KEB_00892,bombus griseocollis,r,8/30/2019,2,2,40459,n,r
KEB_00893,bombus griseocollis,r,8/30/2019,1,1,40481,y,l
KEB_00893,bombus griseocollis,r,8/30/2019,1,2,40503,y,l
KEB_00893,bombus griseocollis,r,8/30/2019,2,1,40525,n,r
KEB_00893,bombus griseocollis,r,8/30/2019,2,2,40547,n,r
KEB_00955,bombus griseocollis,r,9/13/2019,1,1,40569,y,l
KEB_00955,bombus griseocollis,r,9/13/2019,1,2,40591,y,l
KEB_00955,bombus griseocollis,r,9/13/2019,2,1,40613,n,r
KEB_00955,bombus griseocollis,r,9/13/2019,2,2,40635,n,r
KEB_00586,lasioglossum sp,r,7/26/2019,1,1,40657,n,l
KEB_00586,lasioglossum sp,r,7/26/2019,1,2,40679,n,l
KEB_00586,lasioglossum sp,r,7/26/2019,2,1,40701,n,r
KEB_00586,lasioglossum sp,r,7/26/2019,2,2,40723,n,r
KEB_00286,melissodes bimaculatus,r,7/15/2019,1,1,40745,n,l
KEB_00286,melissodes bimaculatus,r,7/15/2019,1,2,40767,n,l
KEB_00286,melissodes bimaculatus,r,7/15/2019,2,1,40789,n,r
KEB_00286,melissodes bimaculatus,r,7/15/2019,2,2,40811,n,r
KEB_00329,melissodes denticulatus,r,7/16/2019,1,1,40833,y,l
KEB_00329,melissodes denticulatus,r,7/16/2019,1,2,40855,y,l
KEB_00329,melissodes denticulatus,r,7/16/2019,2,1,40877,n,r
KEB_00329,melissodes denticulatus,r,7/16/2019,2,2,40899,n,r
KEB_00362,melissodes bimaculatus,r,7/17/2019,1,1,41009,y,l
KEB_00362,melissodes bimaculatus,r,7/17/2019,1,2,41031,y,l
KEB_00362,melissodes bimaculatus,r,7/17/2019,2,1,41053,n,r
KEB_00362,melissodes bimaculatus,r,7/17/2019,2,2,41075,n,r
KEB_00402,bombus impatiens,r,7/19/2019,1,1,41097,y,l
KEB_00402,bombus impatiens,r,7/19/2019,1,2,41119,y,l
KEB_00402,bombus impatiens,r,7/19/2019,2,1,41141,n,r
KEB_00402,bombus impatiens,r,7/19/2019,2,2,41163,n,r
KEB_00421,bombus impatiens,r,7/19/2019,1,1,41273,y,l
KEB_00421,bombus impatiens,r,7/19/2019,1,2,41295,y,l
KEB_00421,bombus impatiens,r,7/19/2019,2,1,41317,n,r
KEB_00421,bombus impatiens,r,7/19/2019,2,2,41339,n,r
KEB_00446,bombus impatiens,r,7/23/2019,1,1,41361,y,l
KEB_00446,bombus impatiens,r,7/23/2019,1,2,41383,y,l
KEB_00446,bombus impatiens,r,7/23/2019,2,1,41405,n,r
KEB_00446,bombus impatiens,r,7/23/2019,2,2,41427,n,r
KEB_00497,melissodes bimaculatus,c,7/25/2019,1,1,41537,y,l
KEB_00497,melissodes bimaculatus,c,7/25/2019,1,2,41559,y,l
KEB_00497,melissodes bimaculatus,c,7/25/2019,2,1,41581,n,r
KEB_00497,melissodes bimaculatus,c,7/25/2019,2,2,41603,n,r
KEB_00529,melissodes denticulatus,r,7/25/2019,1,1,41625,y,l
KEB_00529,melissodes denticulatus,r,7/25/2019,1,2,41647,y,l
KEB_00529,melissodes denticulatus,r,7/25/2019,2,1,41669,n,r
KEB_00529,melissodes denticulatus,r,7/25/2019,2,2,41691,n,r
KEB_00658,melissodes bimaculatus,r,8/9/2019,1,1,41801,y,l
KEB_00658,melissodes bimaculatus,r,8/9/2019,1,2,41823,y,l
KEB_00658,melissodes bimaculatus,r,8/9/2019,2,1,41845,n,r
KEB_00658,melissodes bimaculatus,r,8/9/2019,2,2,41867,n,r
KEB_00670,melissodes denticulatus,r,8/9/2019,1,1,41889,y,l
KEB_00670,melissodes denticulatus,r,8/9/2019,1,2,41911,y,l
KEB_00670,melissodes denticulatus,r,8/9/2019,2,1,41933,n,r
KEB_00670,melissodes denticulatus,r,8/9/2019,2,2,41955,n,r
KEB_00676,melissodes bimaculatus,r,8/9/2019,1,1,41977,y,l
KEB_00676,melissodes bimaculatus,r,8/9/2019,1,2,41999,y,l
KEB_00676,melissodes bimaculatus,r,8/9/2019,2,1,42021,n,r
KEB_00676,melissodes bimaculatus,r,8/9/2019,2,2,42043,n,r
KEB_00697,bombus impatiens,r,8/9/2019,1,1,42065,y,l
KEB_00697,bombus impatiens,r,8/9/2019,1,2,42087,y,l
KEB_00697,bombus impatiens,r,8/9/2019,2,1,42109,n,r
KEB_00697,bombus impatiens,r,8/9/2019,2,2,42131,n,r
KEB_00699,melissodes bimaculatus,r,8/9/2019,1,1,42241,y,l
KEB_00699,melissodes bimaculatus,r,8/9/2019,1,2,42263,y,l
KEB_00699,melissodes bimaculatus,r,8/9/2019,2,1,42285,y,r
KEB_00699,melissodes bimaculatus,r,8/9/2019,2,2,42307,y,r
KEB_00700,melissodes bimaculatus,r,8/9/2019,1,1,42329,n,l
KEB_00700,melissodes bimaculatus,r,8/9/2019,1,2,42351,n,l
KEB_00700,melissodes bimaculatus,r,8/9/2019,2,1,42373,n,r
KEB_00700,melissodes bimaculatus,r,8/9/2019,2,2,42395,n,r
KEB_00701,melissodes bimaculatus,r,8/9/2019,1,1,42417,y,l
KEB_00701,melissodes bimaculatus,r,8/9/2019,1,2,42439,y,l
KEB_00701,melissodes bimaculatus,r,8/9/2019,2,1,42461,n,r
KEB_00701,melissodes bimaculatus,r,8/9/2019,2,2,42483,n,r
KEB_00702,melissodes bimaculatus,r,8/9/2019,1,1,42505,y,l
KEB_00702,melissodes bimaculatus,r,8/9/2019,1,2,42527,y,l
KEB_00702,melissodes bimaculatus,r,8/9/2019,2,1,42549,n,r
KEB_00702,melissodes bimaculatus,r,8/9/2019,2,2,42571,n,r
KEB_00703,melissodes bimaculatus,r,8/9/2019,1,1,42593,n,l
KEB_00703,melissodes bimaculatus,r,8/9/2019,1,2,42615,n,l
KEB_00703,melissodes bimaculatus,r,8/9/2019,2,1,42637,n,r
KEB_00703,melissodes bimaculatus,r,8/9/2019,2,2,42659,n,r
KEB_00712,melissodes denticulatus,c,8/13/2019,1,1,42681,n,l
KEB_00712,melissodes denticulatus,c,8/13/2019,1,2,42703,n,l
KEB_00712,melissodes denticulatus,c,8/13/2019,2,1,42725,y,r
KEB_00712,melissodes denticulatus,c,8/13/2019,2,2,42747,y,r
KEB_00716,melissodes bimaculatus,r,8/13/2019,1,1,42769,y,l
KEB_00716,melissodes bimaculatus,r,8/13/2019,1,2,42791,y,l
KEB_00716,melissodes bimaculatus,r,8/13/2019,2,1,42813,n,r
KEB_00716,melissodes bimaculatus,r,8/13/2019,2,2,42835,n,r
KEB_00720,melissodes denticulatus,r,8/13/2019,1,1,42857,y,l
KEB_00720,melissodes denticulatus,r,8/13/2019,1,2,42879,y,l
KEB_00720,melissodes denticulatus,r,8/13/2019,2,1,42901,n,r
KEB_00720,melissodes denticulatus,r,8/13/2019,2,2,42923,n,r
KEB_00743,bombus impatiens,r,8/13/2019,1,1,43121,y,l
KEB_00743,bombus impatiens,r,8/13/2019,1,2,43143,y,l
KEB_00743,bombus impatiens,r,8/13/2019,2,1,43165,n,r
KEB_00743,bombus impatiens,r,8/13/2019,2,2,43187,n,r
KEB_00745,melissodes denticulatus,r,8/13/2019,1,1,43209,y,l
KEB_00745,melissodes denticulatus,r,8/13/2019,1,2,43231,y,l
KEB_00745,melissodes denticulatus,r,8/13/2019,2,1,43253,y,r
KEB_00745,melissodes denticulatus,r,8/13/2019,2,2,43275,y,r
KEB_00755,melissodes bimaculatus,r,8/14/2019,1,1,43297,y,l
KEB_00755,melissodes bimaculatus,r,8/14/2019,1,2,43319,y,l
KEB_00755,melissodes bimaculatus,r,8/14/2019,2,1,43341,n,r
KEB_00755,melissodes bimaculatus,r,8/14/2019,2,2,43363,n,r
KEB_00757,bombus impatiens,r,8/14/2019,1,1,43385,y,l
KEB_00757,bombus impatiens,r,8/14/2019,1,2,43407,y,l
KEB_00757,bombus impatiens,r,8/14/2019,2,1,43429,n,r
KEB_00757,bombus impatiens,r,8/14/2019,2,2,43451,n,r
KEB_00770,bombus impatiens,c,8/14/2019,1,1,43473,y,l
KEB_00770,bombus impatiens,c,8/14/2019,1,2,43495,y,l
KEB_00770,bombus impatiens,c,8/14/2019,2,1,43517,n,r
KEB_00770,bombus impatiens,c,8/14/2019,2,2,43539,n,r
KEB_00771,bombus impatiens,c,8/14/2019,1,1,43561,y,l
KEB_00771,bombus impatiens,c,8/14/2019,1,2,43583,y,l
KEB_00771,bombus impatiens,c,8/14/2019,2,1,43605,n,r
KEB_00771,bombus impatiens,c,8/14/2019,2,2,43627,n,r
KEB_00784,melissodes bimaculatus,r,8/15/2019,1,1,43649,y,l
KEB_00784,melissodes bimaculatus,r,8/15/2019,1,2,43671,y,l
KEB_00784,melissodes bimaculatus,r,8/15/2019,2,1,43693,n,r
KEB_00784,melissodes bimaculatus,r,8/15/2019,2,2,43715,n,r
KEB_00820,melissodes bimaculatus,r,8/16/2019,1,1,43737,y,l
KEB_00820,melissodes bimaculatus,r,8/16/2019,1,2,43759,y,l
KEB_00820,melissodes bimaculatus,r,8/16/2019,2,1,43781,n,r
KEB_00820,melissodes bimaculatus,r,8/16/2019,2,2,43803,n,r
KEB_00917,bombus impatiens,r,8/30/2019,1,1,44177,y,l
KEB_00917,bombus impatiens,r,8/30/2019,1,2,44199,y,l
KEB_00917,bombus impatiens,r,8/30/2019,2,1,44221,n,r
KEB_00917,bombus impatiens,r,8/30/2019,2,2,44243,n,r
KEB_00918,bombus impatiens,r,8/30/2019,1,1,44265,y,l
KEB_00918,bombus impatiens,r,8/30/2019,1,2,44287,y,l
KEB_00918,bombus impatiens,r,8/30/2019,2,1,44309,n,r
KEB_00918,bombus impatiens,r,8/30/2019,2,2,44331,n,r
KEB_01010,bombus impatiens,r,9/20/2019,1,1,44353,y,l
KEB_01010,bombus impatiens,r,9/20/2019,1,2,44375,y,l
KEB_01010,bombus impatiens,r,9/20/2019,2,1,44397,n,r
KEB_01010,bombus impatiens,r,9/20/2019,2,2,44419,n,r
KEB_00949,bombus impatiens,c,9/13/2019,1,1,44441,y,l
KEB_00949,bombus impatiens,c,9/13/2019,1,2,44463,y,l
KEB_00949,bombus impatiens,c,9/13/2019,2,1,44485,n,r
KEB_00949,bombus impatiens,c,9/13/2019,2,2,44507,n,r
KEB_00951,bombus impatiens,c,9/13/2019,1,1,44529,y,l
KEB_00951,bombus impatiens,c,9/13/2019,1,2,44551,y,l
KEB_00951,bombus impatiens,c,9/13/2019,2,1,44573,n,r
KEB_00951,bombus impatiens,c,9/13/2019,2,2,44595,n,r
KEB_00952,bombus impatiens,c,9/13/2019,1,1,44617,y,l
KEB_00952,bombus impatiens,c,9/13/2019,1,2,44639,y,l
KEB_00952,bombus impatiens,c,9/13/2019,2,1,44661,n,r
KEB_00952,bombus impatiens,c,9/13/2019,2,2,44683,n,r
KEB_00953,bombus impatiens,c,9/13/2019,1,1,44705,y,l
KEB_00953,bombus impatiens,c,9/13/2019,1,2,44727,y,l
KEB_00953,bombus impatiens,c,9/13/2019,2,1,44749,n,r
KEB_00953,bombus impatiens,c,9/13/2019,2,2,44771,n,r
KEB_00954,bombus impatiens,c,9/13/2019,1,1,44793,y,l
KEB_00954,bombus impatiens,c,9/13/2019,1,2,44815,y,l
KEB_00954,bombus impatiens,c,9/13/2019,2,1,44837,n,r
KEB_00954,bombus impatiens,c,9/13/2019,2,2,44859,n,r
KEB_00957,bombus impatiens,r,9/13/2019,1,1,44881,y,l
KEB_00957,bombus impatiens,r,9/13/2019,1,2,44903,y,l
KEB_00957,bombus impatiens,r,9/13/2019,2,1,44925,n,r
KEB_00957,bombus impatiens,r,9/13/2019,2,2,44947,n,r
KEB_00958,bombus impatiens,r,9/13/2019,1,1,44969,y,l
KEB_00958,bombus impatiens,r,9/13/2019,1,2,44991,y,l
KEB_00958,bombus impatiens,r,9/13/2019,2,1,45013,n,r
KEB_00958,bombus impatiens,r,9/13/2019,2,2,45035,n,r
KEB_00959,bombus impatiens,r,9/13/2019,1,1,45057,y,l
KEB_00959,bombus impatiens,r,9/13/2019,1,2,45079,y,l
KEB_00959,bombus impatiens,r,9/13/2019,2,1,45101,n,r
KEB_00959,bombus impatiens,r,9/13/2019,2,2,45123,n,r
KEB_00961,bombus impatiens,r,9/13/2019,1,1,45145,y,l
KEB_00961,bombus impatiens,r,9/13/2019,1,2,45167,y,l
KEB_00961,bombus impatiens,r,9/13/2019,2,1,45189,n,r
KEB_00961,bombus impatiens,r,9/13/2019,2,2,45211,n,r
KEB_00966,bombus impatiens,r,9/13/2019,1,1,45233,y,l
KEB_00966,bombus impatiens,r,9/13/2019,1,2,45255,y,l
KEB_00966,bombus impatiens,r,9/13/2019,2,1,45277,n,r
KEB_00966,bombus impatiens,r,9/13/2019,2,2,45299,n,r
KEB_00967,bombus impatiens,r,9/13/2019,1,1,45321,y,l
KEB_00967,bombus impatiens,r,9/13/2019,1,2,45343,y,l
KEB_00967,bombus impatiens,r,9/13/2019,2,1,45365,n,r
KEB_00967,bombus impatiens,r,9/13/2019,2,2,45387,n,r
KEB_00969,bombus impatiens,r,9/13/2019,1,1,45409,y,l
KEB_00969,bombus impatiens,r,9/13/2019,1,2,45431,y,l
KEB_00969,bombus impatiens,r,9/13/2019,2,1,45453,n,r
KEB_00969,bombus impatiens,r,9/13/2019,2,2,45475,n,r
KEB_00970,bombus impatiens,r,9/13/2019,1,1,45497,y,l
KEB_00970,bombus impatiens,r,9/13/2019,1,2,45519,y,l
KEB_00970,bombus impatiens,r,9/13/2019,2,1,45541,n,r
KEB_00970,bombus impatiens,r,9/13/2019,2,2,45563,n,r
KEB_00983,bombus impatiens,c,9/13/2019,1,1,45585,y,l
KEB_00983,bombus impatiens,c,9/13/2019,1,2,45607,y,l
KEB_00983,bombus impatiens,c,9/13/2019,2,1,45629,n,r
KEB_00983,bombus impatiens,c,9/13/2019,2,2,45651,n,r
KEB_00986,bombus impatiens,c,9/13/2019,1,1,45673,y,l
KEB_00986,bombus impatiens,c,9/13/2019,1,2,45695,y,l
KEB_00986,bombus impatiens,c,9/13/2019,2,1,45717,n,r
KEB_00986,bombus impatiens,c,9/13/2019,2,2,45739,n,r
KEB_00989,bombus impatiens,c,9/13/2019,1,1,45761,y,l
KEB_00989,bombus impatiens,c,9/13/2019,1,2,45783,y,l
KEB_00989,bombus impatiens,c,9/13/2019,2,1,45805,n,r
KEB_00989,bombus impatiens,c,9/13/2019,2,2,45827,n,r
KEB_01005,bombus impatiens,r,9/20/2019,1,1,45849,y,l
KEB_01005,bombus impatiens,r,9/20/2019,1,2,45871,y,l
KEB_01005,bombus impatiens,r,9/20/2019,2,1,45893,n,r
KEB_01005,bombus impatiens,r,9/20/2019,2,2,45915,n,r
KEB_01008,bombus impatiens,r,9/20/2019,1,1,45937,y,l
KEB_01008,bombus impatiens,r,9/20/2019,1,2,45959,y,l
KEB_01008,bombus impatiens,r,9/20/2019,2,1,45981,n,r
KEB_01008,bombus impatiens,r,9/20/2019,2,2,46003,n,r
KEB_01009,bombus impatiens,r,9/20/2019,1,1,46025,y,l
KEB_01009,bombus impatiens,r,9/20/2019,1,2,46047,y,l
KEB_01009,bombus impatiens,r,9/20/2019,2,1,46069,n,r
KEB_01009,bombus impatiens,r,9/20/2019,2,2,46091,n,r
KEB_00237,melissodes denticulatus,r,7/12/2019,1,1,46113,y,l
KEB_00237,melissodes denticulatus,r,7/12/2019,1,2,46135,y,l
KEB_00237,melissodes denticulatus,r,7/12/2019,2,1,46157,n,r
KEB_00237,melissodes denticulatus,r,7/12/2019,2,2,46179,n,r
